ИД клиента;CustomerID;Дата
889167;169018;14.06.2017 23:52:08
889186;185320;16.07.2017 18:55:51
889248;172188;20.06.2017 00:56:36
889288;185398;16.07.2017 21:36:55
889331;172865;21.06.2017 08:07:07
889468;167354;10.06.2017 18:15:22
889474;169743;16.06.2017 11:04:07
889585;173509;21.06.2017 23:19:03
889599;170979;18.06.2017 12:00:23
889621;175894;25.06.2017 15:20:18
889640;170722;17.06.2017 19:52:46
889653;173907;22.06.2017 16:12:49
889657;185565;17.07.2017 12:48:38
889717;175779;25.06.2017 12:57:11
889736;174620;23.06.2017 15:55:01
889743;176667;26.06.2017 19:11:23
889781;177021;27.06.2017 15:56:09
889798;174465;23.06.2017 13:26:25
889799;175386;24.06.2017 18:02:43
889811;176783;26.06.2017 23:11:05
889856;187603;22.07.2017 10:18:19
889866;186991;20.07.2017 17:52:45
889868;174810;23.06.2017 20:10:06
889902;188132;23.07.2017 15:44:24
889944;175720;25.06.2017 11:44:53
890079;189121;25.07.2017 21:23:37
890114;187118;20.07.2017 23:27:18
890152;175043;24.06.2017 10:33:40
890183;173784;22.06.2017 13:56:49
890323;177800;29.06.2017 12:36:01
890328;173304;21.06.2017 18:56:21
890335;175519;24.06.2017 21:17:47
890407;187827;22.07.2017 18:28:27
890435;173778;22.06.2017 13:49:35
890440;175383;24.06.2017 17:58:34
890487;186793;20.07.2017 10:15:46
890541;176705;26.06.2017 20:25:52
890581;189927;27.07.2017 14:19:55
890584;176512;26.06.2017 14:53:26
890588;189111;25.07.2017 21:10:57
890614;177808;29.06.2017 13:05:23
890617;177372;28.06.2017 13:31:06
890619;178372;30.06.2017 17:28:46
890654;188412;24.07.2017 11:41:38
890669;177785;29.06.2017 12:05:28
890683;175161;24.06.2017 13:23:50
890697;177499;28.06.2017 17:56:05
890707;177321;28.06.2017 11:53:57
890716;178642;01.07.2017 02:39:23
890739;190256;28.07.2017 10:41:46
890759;190246;28.07.2017 10:18:09
890777;178423;30.06.2017 18:27:26
890802;189066;25.07.2017 19:53:14
890824;180325;05.07.2017 08:58:46
890826;179916;04.07.2017 10:48:57
890832;177981;29.06.2017 18:40:03
890858;186892;20.07.2017 13:49:49
890891;178271;30.06.2017 14:14:13
890915;189276;26.07.2017 09:40:50
890937;189860;27.07.2017 12:39:54
890956;205599;28.08.2017 21:40:39
891075;189689;26.07.2017 23:27:48
891099;178875;01.07.2017 17:14:07
891121;180606;05.07.2017 19:15:10
891131;186987;20.07.2017 17:39:20
891302;206379;30.08.2017 08:16:04
891305;211436;10.09.2017 11:19:55
891391;187124;20.07.2017 23:50:04
891445;189230;26.07.2017 07:33:35
891501;211272;09.09.2017 20:54:50
891502;189661;26.07.2017 22:10:54
891509;190191;28.07.2017 07:47:46
891529;209906;06.09.2017 15:33:44
891541;178640;01.07.2017 01:55:00
891554;178032;29.06.2017 20:48:53
891564;180978;06.07.2017 17:04:12
891566;211217;09.09.2017 18:39:03
891573;191257;30.07.2017 13:50:07
891586;180676;05.07.2017 22:09:18
891638;209123;04.09.2017 18:46:28
891671;211191;09.09.2017 17:33:22
891683;192452;02.08.2017 07:44:18
891740;211101;09.09.2017 13:41:22
891761;210061;06.09.2017 20:54:36
891787;192431;02.08.2017 00:37:58
891806;209101;04.09.2017 18:04:16
891887;191495;30.07.2017 20:53:40
891893;206683;30.08.2017 15:07:27
891928;207435;31.08.2017 18:55:39
892003;206892;30.08.2017 20:45:00
892004;211041;09.09.2017 11:36:59
892010;192874;03.08.2017 08:19:51
892018;206000;29.08.2017 15:34:01
892023;210881;08.09.2017 20:27:11
892031;193889;05.08.2017 11:10:56
892041;211265;09.09.2017 20:42:58
892055;209668;05.09.2017 22:42:55
892077;193673;04.08.2017 19:26:29
892107;180124;04.07.2017 18:30:11
892109;211074;09.09.2017 12:50:24
892137;207068;31.08.2017 10:43:51
892225;191466;30.07.2017 19:46:44
892265;192261;01.08.2017 17:27:03
892333;207726;01.09.2017 13:30:14
892336;209859;06.09.2017 13:59:57
892378;212161;12.09.2017 10:04:16
892398;206827;30.08.2017 18:47:08
892438;194576;06.08.2017 21:37:51
892445;209885;06.09.2017 14:55:00
892499;190980;29.07.2017 19:11:13
892554;181031;06.07.2017 19:43:48
892556;193404;04.08.2017 11:13:45
892559;209437;05.09.2017 14:49:17
892567;191799;31.07.2017 15:52:50
892573;211159;09.09.2017 16:23:18
892603;192698;02.08.2017 17:43:41
892611;212382;12.09.2017 19:12:52
892612;209491;05.09.2017 16:18:51
892614;206200;29.08.2017 19:49:37
892626;206723;30.08.2017 16:15:11
892649;210402;07.09.2017 17:26:01
892686;206983;31.08.2017 00:54:37
892696;180170;04.07.2017 20:38:27
892753;206153;29.08.2017 18:39:42
892808;192941;03.08.2017 11:40:20
892893;210772;08.09.2017 16:12:21
892941;214351;17.09.2017 16:10:26
892946;206958;30.08.2017 22:59:35
892977;213467;15.09.2017 15:36:35
893042;209525;05.09.2017 17:25:12
893072;192950;03.08.2017 12:07:50
893116;211998;11.09.2017 18:09:41
893128;193657;04.08.2017 18:37:51
893138;191663;31.07.2017 11:20:25
893177;214902;18.09.2017 18:46:18
893178;206818;30.08.2017 18:34:27
893191;206466;30.08.2017 11:01:17
893276;216565;23.09.2017 08:58:49
893366;210502;07.09.2017 21:44:21
893391;213353;15.09.2017 12:04:24
893421;213290;15.09.2017 09:35:44
893464;212553;13.09.2017 12:16:07
893471;213605;15.09.2017 19:55:20
893485;217195;25.09.2017 14:48:25
893501;216947;24.09.2017 15:17:02
893504;214230;17.09.2017 12:12:24
893525;191285;30.07.2017 14:29:35
893557;214812;18.09.2017 15:44:59
893569;193358;04.08.2017 09:24:32
893586;215451;19.09.2017 21:32:06
893606;190642;28.07.2017 22:12:05
893654;214367;17.09.2017 16:35:48
893691;191038;29.07.2017 21:51:35
893732;213159;14.09.2017 19:44:41
893798;217000;24.09.2017 18:27:09
893808;213904;16.09.2017 15:25:45
893859;216942;24.09.2017 15:01:35
893926;212233;12.09.2017 12:57:11
893942;192964;03.08.2017 12:23:50
893959;211849;11.09.2017 11:58:07
893961;216718;23.09.2017 17:20:27
894039;218139;28.09.2017 18:22:23
894058;217755;27.09.2017 13:19:50
894132;215222;19.09.2017 15:26:35
894189;216740;23.09.2017 19:01:59
894261;218148;28.09.2017 18:51:08
894316;215707;20.09.2017 15:18:29
894338;219157;02.10.2017 13:03:07
894339;196559;11.08.2017 09:13:46
894345;216703;23.09.2017 16:19:53
894378;217114;25.09.2017 10:47:15
894382;213736;16.09.2017 09:54:44
894445;216980;24.09.2017 16:56:01
894576;197733;14.08.2017 04:53:03
894653;219100;02.10.2017 10:24:25
894689;197008;12.08.2017 10:31:37
894693;218193;28.09.2017 21:46:11
894759;217723;27.09.2017 11:45:37
894787;196953;12.08.2017 00:32:23
894790;215400;19.09.2017 19:52:47
894853;219400;03.10.2017 10:04:18
894861;215164;19.09.2017 13:46:29
894875;217662;27.09.2017 00:05:27
894885;215376;19.09.2017 19:12:42
894891;219350;02.10.2017 23:19:59
895008;196108;10.08.2017 10:49:02
895033;217726;27.09.2017 11:49:48
895057;217398;26.09.2017 11:55:04
895078;219460;03.10.2017 12:23:15
895088;218470;29.09.2017 21:48:44
895129;196470;10.08.2017 22:06:48
895144;214992;18.09.2017 22:31:14
895164;215063;19.09.2017 09:52:09
895193;218368;29.09.2017 15:23:28
895203;217732;27.09.2017 12:09:18
895215;197212;12.08.2017 18:40:38
895263;198268;15.08.2017 11:58:10
895270;216155;21.09.2017 18:16:26
895277;195179;08.08.2017 09:57:38
895302;198259;15.08.2017 11:47:40
895351;217661;26.09.2017 23:50:10
895476;217741;27.09.2017 12:22:06
895488;215426;19.09.2017 20:49:30
895512;219087;02.10.2017 09:44:25
895557;218576;30.09.2017 12:08:04
895624;220208;05.10.2017 20:14:29
895703;218575;30.09.2017 12:05:01
895715;195397;08.08.2017 17:06:47
895779;197045;12.08.2017 11:50:52
895803;221773;12.10.2017 14:17:09
895831;221107;09.10.2017 21:54:09
895843;197712;14.08.2017 00:03:52
895948;219973;05.10.2017 10:01:48
895977;223007;16.10.2017 23:10:04
896038;223848;20.10.2017 08:54:04
896039;196501;10.08.2017 23:20:34
896203;225180;25.10.2017 08:45:20
896222;199155;17.08.2017 11:49:25
896268;222775;16.10.2017 02:16:12
896279;221735;12.10.2017 12:36:32
896284;224038;20.10.2017 20:39:07
896331;197476;13.08.2017 14:32:54
896418;199751;18.08.2017 11:05:52
896574;198176;15.08.2017 05:36:00
896658;223535;18.10.2017 22:58:37
896681;223473;18.10.2017 18:48:36
896702;201028;21.08.2017 00:09:55
896744;221839;12.10.2017 18:31:18
896745;222825;16.10.2017 12:01:54
896750;201137;21.08.2017 11:14:48
896892;221008;09.10.2017 15:06:08
896915;220238;05.10.2017 22:42:45
896921;199207;17.08.2017 13:06:27
896925;198592;16.08.2017 00:10:27
896929;223180;17.10.2017 16:43:34
896971;221679;12.10.2017 08:33:43
897010;221897;12.10.2017 22:09:50
897036;221958;13.10.2017 11:24:59
897072;223860;20.10.2017 10:21:02
897087;199336;17.08.2017 15:50:35
897110;222037;13.10.2017 16:01:33
897115;199138;17.08.2017 11:31:15
897177;201493;22.08.2017 00:04:09
897185;221850;12.10.2017 19:05:37
897305;220257;05.10.2017 23:45:21
897383;199750;18.08.2017 11:05:34
897438;225556;26.10.2017 14:11:52
897479;200576;20.08.2017 09:03:56
897514;200351;19.08.2017 15:30:55
897543;220616;07.10.2017 12:15:40
897586;200561;20.08.2017 07:45:40
897589;221167;10.10.2017 09:22:05
897591;222439;14.10.2017 22:48:18
897658;200959;20.08.2017 20:58:34
897677;222638;15.10.2017 17:03:12
897692;221300;10.10.2017 14:41:38
897735;201537;22.08.2017 08:22:35
897742;202180;23.08.2017 14:12:28
897817;200727;20.08.2017 13:52:28
897866;227646;01.11.2017 19:49:31
897875;222379;14.10.2017 19:13:22
897913;204969;28.08.2017 00:07:18
898029;227763;02.11.2017 11:35:06
898042;203572;25.08.2017 20:15:24
898053;229261;07.11.2017 09:48:07
898066;201172;21.08.2017 12:05:46
898084;227807;02.11.2017 13:29:07
898133;200497;19.08.2017 22:05:58
898143;202457;23.08.2017 21:00:04
898166;205407;28.08.2017 17:01:43
898176;204282;26.08.2017 21:28:49
898265;198711;16.08.2017 11:54:32
898327;205457;28.08.2017 18:06:45
898341;181593;07.07.2017 19:05:49
898443;228982;06.11.2017 09:43:28
898448;203948;26.08.2017 13:39:32
898480;199961;18.08.2017 16:28:33
898501;228506;04.11.2017 16:19:27
898525;229747;08.11.2017 21:42:10
898562;181598;07.07.2017 19:15:58
898567;229124;06.11.2017 17:27:40
898581;203187;25.08.2017 12:09:05
898589;227346;31.10.2017 20:56:06
898597;229768;08.11.2017 22:42:25
898618;229565;08.11.2017 11:32:29
898651;203814;26.08.2017 10:32:10
898706;181664;07.07.2017 21:49:38
898740;225499;26.10.2017 11:59:39
898746;227211;31.10.2017 15:31:39
898767;227290;31.10.2017 18:52:37
898778;227729;02.11.2017 09:47:47
898823;232726;18.11.2017 15:23:09
898837;212976;14.09.2017 13:44:54
898858;227661;01.11.2017 21:17:03
898925;229500;07.11.2017 23:48:13
898933;230820;12.11.2017 12:11:14
898981;227514;01.11.2017 13:36:44
898982;229013;06.11.2017 11:57:04
899078;204942;27.08.2017 22:53:20
899114;201983;23.08.2017 00:13:19
899178;203809;26.08.2017 10:21:39
899227;227075;31.10.2017 08:13:32
899233;208090;02.09.2017 12:09:10
899253;230676;11.11.2017 20:41:39
899334;226926;30.10.2017 17:16:14
899363;232610;18.11.2017 09:35:54
899367;230772;12.11.2017 09:38:40
899416;204057;26.08.2017 16:01:32
899421;228337;04.11.2017 08:08:19
899454;218837;01.10.2017 09:42:56
899458;227875;02.11.2017 15:57:54
899503;230006;09.11.2017 21:45:03
899661;229439;07.11.2017 19:49:45
899694;181184;07.07.2017 07:18:51
899723;204792;27.08.2017 18:38:54
899753;232632;18.11.2017 11:11:27
899825;218737;30.09.2017 19:55:08
899827;226904;30.10.2017 16:38:26
899844;204987;28.08.2017 03:42:02
899900;229977;09.11.2017 19:43:22
899918;203796;26.08.2017 10:08:18
899924;230007;09.11.2017 21:48:47
899936;205526;28.08.2017 19:39:06
899963;205165;28.08.2017 12:25:42
899964;227294;31.10.2017 18:58:00
899966;229664;08.11.2017 16:42:32
899967;230543;11.11.2017 14:53:56
899988;228828;05.11.2017 17:37:22
900085;227831;02.11.2017 14:18:50
900086;232679;18.11.2017 13:28:33
900154;229896;09.11.2017 14:25:25
900247;202739;24.08.2017 14:13:09
900284;212738;13.09.2017 19:35:17
900294;204459;27.08.2017 10:48:38
900454;234094;22.11.2017 19:14:32
900455;230125;10.11.2017 12:30:22
900508;234658;24.11.2017 22:10:38
900513;229342;07.11.2017 14:23:49
900532;204758;27.08.2017 17:43:15
900546;229287;07.11.2017 11:38:36
900550;221555;11.10.2017 15:51:29
900570;230671;11.11.2017 20:26:17
900581;203322;25.08.2017 14:37:32
900610;234229;23.11.2017 11:23:44
900644;230618;11.11.2017 17:52:07
900736;232725;18.11.2017 15:19:43
900738;229401;07.11.2017 17:16:10
900759;228930;05.11.2017 22:28:03
900783;203955;26.08.2017 13:49:51
900800;232872;18.11.2017 20:54:57
900809;233784;21.11.2017 17:07:59
900843;215945;21.09.2017 09:13:49
900875;235515;28.11.2017 12:02:20
900913;207766;01.09.2017 14:52:24
900928;181623;07.07.2017 20:35:09
900947;234057;22.11.2017 17:16:59
900966;204341;26.08.2017 23:45:58
901014;235463;28.11.2017 08:59:16
901045;236563;01.12.2017 14:49:51
901063;212908;14.09.2017 11:21:20
901090;181663;07.07.2017 21:49:00
901123;233017;19.11.2017 12:57:22
901140;204896;27.08.2017 21:21:08
901214;221398;10.10.2017 20:56:39
901215;236060;30.11.2017 01:27:33
901242;232661;18.11.2017 12:45:37
901334;224120;21.10.2017 09:47:16
901379;221380;10.10.2017 19:25:00
901386;203336;25.08.2017 15:00:44
901410;234265;23.11.2017 13:36:42
901431;236570;01.12.2017 15:04:19
901436;237311;03.12.2017 16:40:11
901446;236037;29.11.2017 23:22:27
901501;238990;09.12.2017 00:37:45
901553;225001;24.10.2017 15:21:21
901558;234681;24.11.2017 23:07:49
901749;225894;27.10.2017 14:55:43
901752;208148;02.09.2017 14:24:24
901753;234032;22.11.2017 16:08:43
901813;225945;27.10.2017 17:34:46
901816;236813;02.12.2017 12:23:44
901835;207970;01.09.2017 23:52:53
901968;224994;24.10.2017 15:10:27
901980;218811;01.10.2017 00:18:10
901996;235690;28.11.2017 21:25:11
902024;224530;22.10.2017 14:16:12
902028;234546;24.11.2017 15:36:09
902056;225091;24.10.2017 20:15:55
902062;237249;03.12.2017 13:55:17
902108;225998;27.10.2017 20:28:14
902120;235564;28.11.2017 14:41:06
902194;230982;12.11.2017 18:45:37
902199;237491;04.12.2017 07:33:28
902245;225902;27.10.2017 15:09:03
902246;218684;30.09.2017 17:18:11
902283;235348;27.11.2017 17:19:04
902334;212642;13.09.2017 15:19:20
902338;239398;10.12.2017 11:03:33
902365;222078;13.10.2017 19:04:17
902371;236184;30.11.2017 14:15:42
902442;208584;03.09.2017 15:54:48
902444;224274;21.10.2017 15:51:37
902488;224878;23.10.2017 23:14:31
902497;234934;26.11.2017 08:28:34
902602;235751;29.11.2017 01:37:55
902689;225847;27.10.2017 13:21:44
902692;231301;13.11.2017 19:12:44
902740;226621;29.10.2017 19:00:24
902788;239457;10.12.2017 13:55:48
902815;224833;23.10.2017 19:15:54
902899;224925;24.10.2017 10:19:58
902932;224377;21.10.2017 20:12:35
902983;231555;14.11.2017 15:48:06
902990;236360;30.11.2017 21:11:26
903012;237143;03.12.2017 01:46:55
903023;237405;03.12.2017 21:03:51
903032;231069;12.11.2017 23:29:57
903089;226682;29.10.2017 22:16:26
903136;222212;14.10.2017 11:24:40
903176;239366;10.12.2017 02:05:25
903237;236609;01.12.2017 17:16:36
903288;235316;27.11.2017 16:19:37
903293;226149;28.10.2017 12:39:26
903345;237300;03.12.2017 15:59:45
903363;231872;15.11.2017 19:22:34
903398;241568;15.12.2017 17:16:49
903401;224947;24.10.2017 11:48:07
903427;237020;02.12.2017 18:08:42
903463;236081;30.11.2017 09:03:38
903488;236203;30.11.2017 14:59:02
903504;241241;14.12.2017 17:41:24
903507;235558;28.11.2017 14:27:48
903554;241595;15.12.2017 18:55:49
903559;225901;27.10.2017 15:07:26
903592;236761;02.12.2017 08:40:21
903684;231180;13.11.2017 13:09:04
903725;225123;24.10.2017 21:42:17
903730;236953;02.12.2017 16:08:02
903754;240915;13.12.2017 18:07:34
903786;238794;08.12.2017 12:38:17
903815;230993;12.11.2017 19:15:19
903818;222192;14.10.2017 10:35:17
903918;224921;24.10.2017 10:04:43
903948;232434;17.11.2017 14:46:13
903955;231552;14.11.2017 15:37:30
903960;236638;01.12.2017 18:47:49
904009;224375;21.10.2017 20:07:02
904038;233377;20.11.2017 12:18:42
904084;241381;15.12.2017 00:32:23
904099;240769;13.12.2017 14:14:05
904100;242144;17.12.2017 12:29:35
904148;243469;20.12.2017 17:17:02
904162;224061;20.10.2017 21:50:38
904234;232402;17.11.2017 12:48:09
904321;241399;15.12.2017 07:40:07
904360;244096;21.12.2017 15:07:00
904391;232480;17.11.2017 16:50:33
904454;242305;17.12.2017 19:01:15
904462;241985;16.12.2017 20:21:41
904473;241868;16.12.2017 15:20:25
904545;233501;20.11.2017 18:03:59
904562;231604;14.11.2017 19:56:17
904600;240739;13.12.2017 13:06:19
904610;225694;26.10.2017 21:41:16
904618;245142;23.12.2017 22:33:48
904630;231597;14.11.2017 18:56:21
904644;241802;16.12.2017 13:05:42
904655;240934;13.12.2017 19:28:51
904704;241749;16.12.2017 11:05:56
904716;240638;13.12.2017 03:13:16
904833;231122;13.11.2017 10:23:36
904904;246165;26.12.2017 15:13:29
904920;240616;13.12.2017 00:18:24
904999;233697;21.11.2017 13:13:46
905040;233708;21.11.2017 13:50:15
905142;231769;15.11.2017 14:18:03
905150;240735;13.12.2017 12:51:57
905180;225913;27.10.2017 15:41:37
905194;243338;20.12.2017 12:51:55
905289;241235;14.12.2017 17:31:24
905328;231278;13.11.2017 18:18:04
905337;226150;28.10.2017 12:46:27
905385;238528;07.12.2017 15:06:32
905405;240699;13.12.2017 11:18:45
905418;244383;22.12.2017 00:59:56
905419;238452;07.12.2017 11:27:06
905438;226379;28.10.2017 22:46:18
905486;243697;20.12.2017 19:44:06
905499;245342;24.12.2017 15:04:57
905538;226343;28.10.2017 20:51:55
905594;241281;14.12.2017 19:30:12
905643;242978;19.12.2017 14:09:49
905653;241745;16.12.2017 10:55:30
905747;244191;21.12.2017 18:48:17
905780;237999;05.12.2017 18:55:28
905819;244814;23.12.2017 03:06:11
905847;239013;09.12.2017 09:14:12
905854;238104;06.12.2017 01:21:20
905860;242417;18.12.2017 00:36:19
905874;240633;13.12.2017 01:38:52
905903;238071;05.12.2017 22:40:54
905931;237818;05.12.2017 10:53:56
906035;242433;18.12.2017 08:00:35
906037;232471;17.11.2017 16:31:19
906050;231308;13.11.2017 19:38:51
906064;241329;14.12.2017 21:27:06
906124;233400;20.11.2017 13:10:00
906136;243999;21.12.2017 12:22:33
906157;243805;20.12.2017 22:27:46
906170;248914;04.01.2018 12:31:46
906201;245153;23.12.2017 22:50:22
906219;233682;21.11.2017 12:32:35
906251;244804;23.12.2017 01:06:09
906272;241924;16.12.2017 17:28:33
906294;232436;17.11.2017 14:49:26
906321;245393;24.12.2017 17:10:10
906332;240383;12.12.2017 18:01:25
906359;232072;16.11.2017 13:21:58
906371;247524;29.12.2017 09:38:40
906412;247766;29.12.2017 18:52:25
906494;243027;19.12.2017 16:27:06
906510;232469;17.11.2017 16:21:32
906521;233592;20.11.2017 22:55:15
906524;239137;09.12.2017 14:56:02
906565;243017;19.12.2017 16:01:00
906567;248789;03.01.2018 17:14:00
906575;243246;20.12.2017 06:50:02
906592;244858;23.12.2017 11:15:04
906598;232522;17.11.2017 19:45:45
906620;243568;20.12.2017 18:51:28
906817;247844;29.12.2017 21:36:35
906888;246202;26.12.2017 16:25:58
906902;239883;11.12.2017 19:20:57
906938;249131;05.01.2018 15:16:48
906949;238199;06.12.2017 12:54:04
906969;244224;21.12.2017 19:43:59
907019;245304;24.12.2017 13:29:56
907045;250219;09.01.2018 22:49:42
907057;238207;06.12.2017 13:23:24
907062;245925;25.12.2017 22:21:28
907091;239100;09.12.2017 13:59:44
907109;249364;06.01.2018 17:09:38
907164;247532;29.12.2017 10:32:12
907206;240556;12.12.2017 21:44:08
907254;239560;10.12.2017 18:13:16
907255;245485;24.12.2017 20:49:31
907354;253861;21.01.2018 12:22:14
907357;240055;12.12.2017 12:43:16
907407;251188;12.01.2018 22:58:53
907417;248160;30.12.2017 18:01:16
907441;247999;30.12.2017 12:54:46
907482;239721;11.12.2017 10:59:26
907511;250979;12.01.2018 13:22:32
907536;249636;07.01.2018 19:29:08
907540;251943;15.01.2018 15:42:07
907547;251455;13.01.2018 20:38:21
907568;237892;05.12.2017 14:00:33
907603;249665;07.01.2018 20:56:02
907623;247571;29.12.2017 11:55:25
907624;249497;07.01.2018 12:18:27
907689;248346;31.12.2017 13:00:01
907694;248877;04.01.2018 02:18:50
907723;239095;09.12.2017 13:38:04
907739;239737;11.12.2017 11:55:54
907755;246898;27.12.2017 20:52:33
907781;249209;05.01.2018 21:31:10
907808;238568;07.12.2017 17:29:23
907865;245731;25.12.2017 14:27:14
907935;238220;06.12.2017 13:54:43
907960;251101;12.01.2018 18:02:19
907987;250989;12.01.2018 13:41:40
908015;246833;27.12.2017 18:16:45
908033;246258;26.12.2017 19:00:18
908053;237941;05.12.2017 16:08:45
908057;250636;11.01.2018 13:03:45
908059;251868;15.01.2018 11:52:44
908156;245906;25.12.2017 21:12:08
908206;248593;02.01.2018 15:34:08
908239;250811;11.01.2018 21:47:47
908266;253661;20.01.2018 17:53:59
908339;238246;06.12.2017 15:01:12
908377;249999;09.01.2018 08:45:47
908389;247660;29.12.2017 14:55:59
908407;245024;23.12.2017 17:10:20
908443;245538;24.12.2017 22:42:10
908458;253745;20.01.2018 22:03:42
908514;239795;11.12.2017 14:38:08
908578;240042;12.12.2017 11:46:40
908583;247933;30.12.2017 09:05:12
908613;251896;15.01.2018 12:58:07
908699;237853;05.12.2017 12:39:54
908707;247743;29.12.2017 17:44:47
908780;238238;06.12.2017 14:31:39
908792;248014;30.12.2017 13:34:14
908800;245830;25.12.2017 17:55:59
908858;246515;27.12.2017 01:31:53
908865;252247;16.01.2018 16:56:59
908902;238386;06.12.2017 22:58:37
